Date,Open,High,Low,Close,Adj Close,Volume,Signals
2019-05-23,38.86800003051758,39.89400100708008,37.24399948120117,39.09799957275391,39.09799957275391,132735500,1
2019-05-24,39.96599960327149,39.99599838256836,37.75,38.1259994506836,38.1259994506836,70683000,-1
2019-05-28,38.2400016784668,39.0,37.56999969482422,37.7400016784668,37.7400016784668,51564500,-1
2019-05-29,37.41999816894531,38.47800064086914,37.007999420166016,37.97200012207031,37.97200012207031,59843000,-1
2019-05-30,37.75,38.45199966430664,37.40399932861328,37.64400100708008,37.64400100708008,39632500,-1
2019-05-31,37.02000045776367,37.98400115966797,36.81999969482422,37.03200149536133,37.03200149536133,52033500,-1
2019-06-03,37.10200119018555,37.33599853515625,35.39799880981445,35.79399871826172,35.79399871826172,65322000,-1
2019-06-04,36.22000122070313,38.79600143432617,35.92200088500977,38.72000122070313,38.72000122070313,69037500,1
2019-06-05,39.73600006103516,40.25600051879883,38.36999893188477,39.31800079345703,39.31800079345703,67554000,1
2019-06-06,40.88800048828125,42.20000076293945,40.36000061035156,41.18999862670898,41.18999862670898,101211000,1
2019-06-07,41.0,42.16799926757813,40.70000076293945,40.900001525878906,40.900001525878906,80017500,-1
2019-06-10,42.04999923706055,43.38800048828125,41.80199813842773,42.57600021362305,42.57600021362305,52925000,1
2019-06-11,43.82799911499024,44.18000030517578,42.70000076293945,43.41999816894531,43.41999816894531,58267500,1
2019-06-12,44.59000015258789,44.67599868774414,41.79999923706055,41.85200119018555,41.85200119018555,75987500,-1
2019-06-13,42.07600021362305,42.97999954223633,41.50199890136719,42.78200149536133,42.78200149536133,40841500,1
2019-06-14,42.25,43.33000183105469,42.08000183105469,42.98400115966797,42.98400115966797,37167000,1
2019-06-17,43.09600067138672,45.4000015258789,42.854000091552734,45.00600051879883,45.00600051879883,61584000,1
2019-06-18,45.74399948120117,46.94800186157226,44.512001037597656,44.948001861572266,44.948001861572266,63579000,-1
2019-06-19,45.02199935913086,45.55400085449219,44.21200180053711,45.2859992980957,45.2859992980957,32875500,1
2019-06-20,44.59999847412109,45.38000106811523,43.27000045776367,43.92399978637695,43.92399978637695,59317500,-1
2019-06-21,43.24399948120117,44.43600082397461,43.09999847412109,44.37200164794922,44.37200164794922,41010500,1
2019-06-24,44.64799880981445,45.17200088500977,44.20399856567383,44.72800064086914,44.72800064086914,28754000,1
2019-06-25,44.87799835205078,45.06800079345703,43.89799880981445,43.95199966430664,43.95199966430664,30910500,-1
2019-06-26,44.0620002746582,45.44599914550781,43.61999893188477,43.854000091552734,43.854000091552734,42536000,-1
2019-06-27,43.88999938964844,44.58000183105469,43.47000122070313,44.56800079345703,44.56800079345703,31698500,1
2019-06-28,44.198001861572266,45.03400039672852,44.15999984741211,44.69200134277344,44.69200134277344,34257000,1
2019-07-01,46.04199981689453,46.61999893188477,45.25600051879883,45.43399810791016,45.43399810791016,41067000,1
2019-07-02,45.77799987792969,45.83000183105469,44.44400024414063,44.90999984741211,44.90999984741211,46295000,-1
2019-07-03,47.87799835205078,48.31399917602539,46.9020004272461,46.97999954223633,46.97999954223633,71005500,1
2019-07-05,46.91400146484375,47.09000015258789,46.15999984741211,46.61999893188477,46.61999893188477,35328500,-1
2019-07-08,46.24800109863281,46.45000076293945,45.73199844360352,46.06800079345703,46.06800079345703,29402500,-1
2019-07-09,45.79399871826172,46.20000076293945,45.45600128173828,46.012001037597656,46.012001037597656,30954000,1
2019-07-10,46.83000183105469,47.78799819946289,46.62799835205078,47.78400039672852,47.78400039672852,45728500,1
2019-07-11,47.62799835205078,48.29999923706055,47.15999984741211,47.72000122070313,47.72000122070313,37572000,-1
2019-07-12,47.95000076293945,49.07600021362305,47.94200134277344,49.01599884033203,49.01599884033203,46002500,1
2019-07-15,49.59999847412109,50.88399887084961,48.97200012207031,50.70000076293945,50.70000076293945,55000500,1
2019-07-16,49.86000061035156,50.70600128173828,49.58599853515625,50.47600173950195,50.47600173950195,40745000,-1
2019-07-17,51.13399887084961,51.6619987487793,50.66999816894531,50.97200012207031,50.97200012207031,48823500,-1
2019-07-18,51.0099983215332,51.1500015258789,50.37799835205078,50.70800018310547,50.70800018310547,23793000,-1
2019-07-19,51.13800048828125,51.99200057983398,50.92399978637695,51.63600158691406,51.63600158691406,35242000,1
2019-07-22,51.75,52.43000030517578,50.8380012512207,51.13600158691406,51.13600158691406,34212000,-1
2019-07-23,51.34199905395508,52.09600067138672,50.9000015258789,52.03400039672852,52.03400039672852,25115500,1
2019-07-24,51.83399963378906,53.2140007019043,51.63199996948242,52.97600173950195,52.97600173950195,55364000,1
2019-07-25,46.70000076293945,46.9000015258789,45.11000061035156,45.76399993896485,45.76399993896485,112091500,-1
2019-07-26,45.38399887084961,46.05199813842773,44.45000076293945,45.60800170898438,45.60800170898438,50138500,-1
2019-07-29,45.41799926757813,47.1879997253418,45.20600128173828,47.15399932861328,47.15399932861328,46366500,1
2019-07-30,46.58000183105469,48.67200088500977,46.43600082397461,48.45199966430664,48.45199966430664,40545000,1
2019-07-31,48.59999847412109,49.33599853515625,47.33000183105469,48.321998596191406,48.321998596191406,45891000,1
2019-08-01,48.52999877929688,48.9020004272461,46.35400009155274,46.77000045776367,46.77000045776367,41297500,-1
2019-08-02,46.27000045776367,47.25400161743164,45.84600067138672,46.86800003051758,46.86800003051758,30682500,1
2019-08-05,45.91999816894531,46.27399826049805,45.15599822998047,45.66400146484375,45.66400146484375,35141500,-1
2019-08-06,46.3759994506836,46.5,45.1500015258789,46.1500015258789,46.1500015258789,27821000,-1
2019-08-07,45.29999923706055,46.7140007019043,45.15999984741211,46.68399810791016,46.68399810791016,23882500,1
2019-08-08,46.88999938964844,47.959999084472656,46.52999877929688,47.65999984741211,47.65999984741211,26371500,1
2019-08-09,47.209999084472656,47.79199981689453,46.762001037597656,47.00199890136719,47.00199890136719,19491000,-1
2019-08-12,46.59799957275391,47.15399932861328,45.75,45.80199813842773,45.80199813842773,23319500,-1
2019-08-13,45.762001037597656,47.20000076293945,45.5099983215332,47.0,47.0,24240500,1
2019-08-14,46.24200057983398,46.29999923706055,43.3380012512207,43.92399978637695,43.92399978637695,47813000,-1
2019-08-15,44.17200088500977,44.3120002746582,42.310001373291016,43.12799835205078,43.12799835205078,40798000,-1
